,itemd_id,instruction,begin,character,sensory_VP,sensory_DP_PP,end,sensory_VP_s2,ADV_intensifier,PPT_JJ,condition,whose_opinion_question,question_sensory_VP,question_PPT_JJ,option_1,option_2,option_3
279,70,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I walked in,",Sophia,put,the chicken on the tray.,It,was,really,tantalizing.,baseline,Whose opinion is it that the chicken,was,interesting?,The narrator's,Sophia's,Both the narrator and Sophia have this opinion.
280,71,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",William,saw,the bread on the plate.,It,looked,extremely,unpleasant.,vision,Whose opinion is it that the bread,looked,unpleasant?,The narrator's,William's,Both the narrator and William have this opinion.
281,71,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",William,smelled,the bread on the plate.,It,smelled,extremely,unpleasant.,smell,Whose opinion is it that the bread,smelled,unpleasant?,The narrator's,William's,Both the narrator and William have this opinion.
282,71,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",William,tasted,the bread on the plate.,It,tasted,extremely,unpleasant.,taste,Whose opinion is it that the bread,tasted,unpleasant?,The narrator's,William's,Both the narrator and William have this opinion.
283,71,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",William,put,the bread on the plate.,It,was,extremely,unpleasant.,baseline,Whose opinion is it that the bread,was,unpleasant?,The narrator's,William's,Both the narrator and William have this opinion.
284,72,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I came to the party,",Sarah,saw,the fried chicken in the container.,It,looked,really,tantalizing.,vision,Whose opinion is it that the fried chicken,looked,interesting?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
285,72,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I came to the party,",Sarah,smelled,the fried chicken in the container.,It,smelled,really,tantalizing.,smell,Whose opinion is it that the fried chicken,smelled,interesting?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
286,72,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I came to the party,",Sarah,tasted,the fried chicken in the container.,It,tasted,really,tantalizing.,taste,Whose opinion is it that the fried chicken,tasted,interesting?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
287,72,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I came to the party,",Sarah,put,the fried chicken in the container.,It,was,really,tantalizing.,baseline,Whose opinion is it that the fried chicken,was,interesting?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
288,73,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I arrived at the party,",Daniel,saw,the salad on the plate.,It,looked,totally,delightful.,vision,Whose opinion is it that the salad,looked,delightful?,The narrator's,Daniel's,Both the narrator and Daniel have this opinion.
289,73,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I arrived at the party,",Daniel,smelled,the salad on the plate.,It,smelled,totally,delightful.,smell,Whose opinion is it that the salad,smelled,delightful?,The narrator's,Daniel's,Both the narrator and Daniel have this opinion.
290,73,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I arrived at the party,",Daniel,tasted,the salad on the plate.,It,tasted,totally,delightful.,taste,Whose opinion is it that the salad,tasted,delightful?,The narrator's,Daniel's,Both the narrator and Daniel have this opinion.
291,73,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I arrived at the party,",Daniel,put,the salad on the plate.,It,was,totally,delightful.,baseline,Whose opinion is it that the salad,was,delightful?,The narrator's,Daniel's,Both the narrator and Daniel have this opinion.
292,74,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Jessica,saw,the coffee on the table.,It,looked,incredibly,enticing.,vision,Whose opinion is it that the coffee,looked,enticing?,The narrator's,Jessica's,Both the narrator and Jessica have this opinion.
293,74,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Jessica,smelled,the coffee on the table.,It,smelled,incredibly,enticing.,smell,Whose opinion is it that the coffee,smelled,enticing?,The narrator's,Jessica's,Both the narrator and Jessica have this opinion.
294,74,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Jessica,tasted,the coffee on the table.,It,tasted,incredibly,enticing.,taste,Whose opinion is it that the coffee,tasted,enticing?,The narrator's,Jessica's,Both the narrator and Jessica have this opinion.
295,74,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Jessica,put,the coffee on the table.,It,was,incredibly,enticing.,baseline,Whose opinion is it that the coffee,was,enticing?,The narrator's,Jessica's,Both the narrator and Jessica have this opinion.
296,75,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I arrived at the party,",Robert,saw,the sandwich on the table.,It,looked,truly,delicious.,vision,Whose opinion is it that on sandwich,looked,delicious?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
297,75,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I arrived at the party,",Robert,smelled,the sandwich on the table.,It,smelled,truly,delicious.,smell,Whose opinion is it that on sandwich,smelled,delicious?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
298,75,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I arrived at the party,",Robert,tasted,the sandwich on the table.,It,tasted,truly,delicious.,taste,Whose opinion is it that on sandwich,tasted,delicious?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
299,75,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I arrived at the party,",Robert,put,the sandwich on the table.,It,was,truly,delicious.,baseline,Whose opinion is it that on sandwich,was,delicious?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
300,76,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I entered the room,",Sarah,saw,the bacon in the bowl.,It,looked,absolutely,horrifying.,vision,Whose opinion is it that the bacon,looked,horrifying?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
301,76,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I entered the room,",Sarah,smelled,the bacon in the bowl.,It,smelled,absolutely,horrifying.,smell,Whose opinion is it that the bacon,smelled,horrifying?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
302,76,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I entered the room,",Sarah,tasted,the bacon in the bowl.,It,tasted,absolutely,horrifying.,taste,Whose opinion is it that the bacon,tasted,horrifying?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
303,76,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I entered the room,",Sarah,put,the bacon in the bowl.,It,was,absolutely,horrifying.,baseline,Whose opinion is it that the bacon,was,horrifying?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
304,77,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I arrived,",James,saw,the sushi in the plate.,It,looked,absolutely,revolting.,vision,Whose opinion is it that the sushi,looked,revolting?,The narrator's,James's,Both the narrator and James have this opinion.
305,77,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I arrived,",James,smelled,the sushi in the plate.,It,smelled,absolutely,revolting.,smell,Whose opinion is it that the sushi,smelled,revolting?,The narrator's,James's,Both the narrator and James have this opinion.
306,77,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I arrived,",James,tasted,the sushi in the plate.,It,tasted,absolutely,revolting.,taste,Whose opinion is it that the sushi,tasted,revolting?,The narrator's,James's,Both the narrator and James have this opinion.
307,77,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I arrived,",James,put,the sushi in the plate.,It,was,absolutely,revolting.,baseline,Whose opinion is it that the sushi,was,revolting?,The narrator's,James's,Both the narrator and James have this opinion.
308,78,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned to the living room,",Emily,saw,the pizza on the table.,It,looked,really,amazing.,vision,Whose opinion is it that pizza,looked,enticing?,The narrator's,Emily's,Both the narrator and Emily have this opinion.
309,78,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned to the living room,",Emily,smelled,the pizza on the table.,It,smelled,really,amazing.,smell,Whose opinion is it that pizza,smelled,enticing?,The narrator's,Emily's,Both the narrator and Emily have this opinion.
310,78,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned to the living room,",Emily,tasted,the pizza on the table.,It,tasted,really,amazing.,taste,Whose opinion is it that pizza,tasted,enticing?,The narrator's,Emily's,Both the narrator and Emily have this opinion.
311,78,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned to the living room,",Emily,put,the pizza on the table.,It,was,really,amazing.,baseline,Whose opinion is it that pizza,was,enticing?,The narrator's,Emily's,Both the narrator and Emily have this opinion.
312,79,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned home after work,",Daniel,saw,the popcorn in the container.,It,looked,extremely,amazing.,vision,Whose opinion is it that the popcorn,looked,interesting?,The narrator's,Daniel's,Both the narrator and Daniel have this opinion.
313,79,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned home after work,",Daniel,smelled,the popcorn in the container.,It,smelled,extremely,amazing.,smell,Whose opinion is it that the popcorn,smelled,interesting?,The narrator's,Daniel's,Both the narrator and Daniel have this opinion.
314,79,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned home after work,",Daniel,tasted,the popcorn in the container.,It,tasted,extremely,amazing.,taste,Whose opinion is it that the popcorn,tasted,interesting?,The narrator's,Daniel's,Both the narrator and Daniel have this opinion.
315,79,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned home after work,",Daniel,put,the popcorn in the container.,It,was,extremely,amazing.,baseline,Whose opinion is it that the popcorn,was,interesting?,The narrator's,Daniel's,Both the narrator and Daniel have this opinion.
316,80,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I arrived,",Sarah,saw,the cheese on the table.,It,looked,really,delicious.,vision,Whose opinion is it that the cheese,looked,delicious?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
317,80,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I arrived,",Sarah,smelled,the cheese on the table.,It,smelled,really,delicious.,smell,Whose opinion is it that the cheese,smelled,delicious?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
318,80,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I arrived,",Sarah,tasted,the cheese on the table.,It,tasted,really,delicious.,taste,Whose opinion is it that the cheese,tasted,delicious?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
319,80,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I arrived,",Sarah,put,the cheese on the table.,It,was,really,delicious.,baseline,Whose opinion is it that the cheese,was,delicious?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
320,81,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home,",Robert,saw,the ice cream in the bowl.,It,looked,really,amazing.,vision,Whose opinion is it that ice cream,looked,enticing?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
321,81,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home,",Robert,smelled,the ice cream in the bowl.,It,smelled,really,amazing.,smell,Whose opinion is it that ice cream,smelled,enticing?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
322,81,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home,",Robert,tasted,the ice cream in the bowl.,It,tasted,really,amazing.,taste,Whose opinion is it that ice cream,tasted,enticing?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
323,81,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home,",Robert,put,the ice cream in the bowl.,It,was,really,amazing.,baseline,Whose opinion is it that ice cream,was,enticing?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
324,82,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I came to the party,",Sophia,saw,the chicken on the plate.,It,looked,truly,delicious.,vision,Whose opinion is it that the chicken,looked,delicious?,The narrator's,Sophia's,Both the narrator and Sophia have this opinion.
325,82,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I came to the party,",Sophia,smelled,the chicken on the plate.,It,smelled,truly,delicious.,smell,Whose opinion is it that the chicken,smelled,delicious?,The narrator's,Sophia's,Both the narrator and Sophia have this opinion.
326,82,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I came to the party,",Sophia,tasted,the chicken on the plate.,It,tasted,truly,delicious.,taste,Whose opinion is it that the chicken,tasted,delicious?,The narrator's,Sophia's,Both the narrator and Sophia have this opinion.
327,82,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I came to the party,",Sophia,put,the chicken on the plate.,It,was,truly,delicious.,baseline,Whose opinion is it that the chicken,was,delicious?,The narrator's,Sophia's,Both the narrator and Sophia have this opinion.
328,83,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned to the living room,",Robert,saw,the ice cream on the table.,It,looked,really,delicious.,vision,Whose opinion is it that the ice cream,looked,delicious?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
329,83,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned to the living room,",Robert,smelled,the ice cream on the table.,It,smelled,really,delicious.,smell,Whose opinion is it that the ice cream,smelled,delicious?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
330,83,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned to the living room,",Robert,tasted,the ice cream on the table.,It,tasted,really,delicious.,taste,Whose opinion is it that the ice cream,tasted,delicious?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
331,83,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned to the living room,",Robert,put,the ice cream on the table.,It,was,really,delicious.,baseline,Whose opinion is it that the ice cream,was,delicious?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
332,84,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",Laura,saw,the rice pudding on the plate.,It,looked,extremely,revolting.,vision,Whose opinion is it that the rice pudding,looked,revolting?,The narrator's,Laura's,Both the narrator and Laura have this opinion.
333,84,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",Laura,smelled,the rice pudding on the plate.,It,smelled,extremely,revolting.,smell,Whose opinion is it that the rice pudding,smelled,revolting?,The narrator's,Laura's,Both the narrator and Laura have this opinion.
334,84,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",Laura,tasted,the rice pudding on the plate.,It,tasted,extremely,revolting.,taste,Whose opinion is it that the rice pudding,tasted,revolting?,The narrator's,Laura's,Both the narrator and Laura have this opinion.
335,84,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",Laura,put,the rice pudding on the plate.,It,was,extremely,revolting.,baseline,Whose opinion is it that the rice pudding,was,revolting?,The narrator's,Laura's,Both the narrator and Laura have this opinion.
336,85,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",William,saw,the salad on the table.,It,looked,really,tantalizing.,vision,Whose opinion is it that in salad,looked,tantalizing?,The narrator's,William's,Both the narrator and William have this opinion.
337,85,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",William,smelled,the salad on the table.,It,smelled,really,tantalizing.,smell,Whose opinion is it that in salad,smelled,tantalizing?,The narrator's,William's,Both the narrator and William have this opinion.
338,85,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",William,tasted,the salad on the table.,It,tasted,really,tantalizing.,taste,Whose opinion is it that in salad,tasted,tantalizing?,The narrator's,William's,Both the narrator and William have this opinion.
339,85,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",William,put,the salad on the table.,It,was,really,tantalizing.,baseline,Whose opinion is it that in salad,was,tantalizing?,The narrator's,William's,Both the narrator and William have this opinion.
340,86,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Emily,saw,the ice cream in the bowl.,It,looked,totally,delightful.,vision,Whose opinion is it that the ice cream,looked,delightful?,The narrator's,Emily's,Both the narrator and Emily have this opinion.
341,86,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Emily,smelled,the ice cream in the bowl.,It,smelled,totally,delightful.,smell,Whose opinion is it that the ice cream,smelled,delightful?,The narrator's,Emily's,Both the narrator and Emily have this opinion.
342,86,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Emily,tasted,the ice cream in the bowl.,It,tasted,totally,delightful.,taste,Whose opinion is it that the ice cream,tasted,delightful?,The narrator's,Emily's,Both the narrator and Emily have this opinion.
343,86,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Emily,put,the ice cream in the bowl.,It,was,totally,delightful.,baseline,Whose opinion is it that the ice cream,was,delightful?,The narrator's,Emily's,Both the narrator and Emily have this opinion.
344,87,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I arrived,",Thomas,saw,the ice cream in the bowl.,It,looked,truly,disgusting.,vision,Whose opinion is it that the ice cream,looked,disgusting?,The narrator's,Thomas's,Both the narrator and Thomas have this opinion.
345,87,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I arrived,",Thomas,smelled,the ice cream in the bowl.,It,smelled,truly,disgusting.,smell,Whose opinion is it that the ice cream,smelled,disgusting?,The narrator's,Thomas's,Both the narrator and Thomas have this opinion.
346,87,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I arrived,",Thomas,tasted,the ice cream in the bowl.,It,tasted,truly,disgusting.,taste,Whose opinion is it that the ice cream,tasted,disgusting?,The narrator's,Thomas's,Both the narrator and Thomas have this opinion.
347,87,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I arrived,",Thomas,put,the ice cream in the bowl.,It,was,truly,disgusting.,baseline,Whose opinion is it that the ice cream,was,disgusting?,The narrator's,Thomas's,Both the narrator and Thomas have this opinion.
348,88,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",Laura,saw,the pasta on the table.,It,looked,incredibly,unpleasant.,vision,Whose opinion is it that the pasta,looked,unpleasant?,The narrator's,Laura's,Both the narrator and Laura have this opinion.
349,88,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",Laura,smelled,the pasta on the table.,It,smelled,incredibly,unpleasant.,smell,Whose opinion is it that the pasta,smelled,unpleasant?,The narrator's,Laura's,Both the narrator and Laura have this opinion.
350,88,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",Laura,tasted,the pasta on the table.,It,tasted,incredibly,unpleasant.,taste,Whose opinion is it that the pasta,tasted,unpleasant?,The narrator's,Laura's,Both the narrator and Laura have this opinion.
351,88,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",Laura,put,the pasta on the table.,It,was,incredibly,unpleasant.,baseline,Whose opinion is it that the pasta,was,unpleasant?,The narrator's,Laura's,Both the narrator and Laura have this opinion.
352,89,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Robert,saw,the soup on the table.,It,looked,truly,amazing.,vision,Whose opinion is it that the soup,looked,amazing?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
353,89,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Robert,smelled,the soup on the table.,It,smelled,truly,amazing.,smell,Whose opinion is it that the soup,smelled,amazing?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
354,89,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Robert,tasted,the soup on the table.,It,tasted,truly,amazing.,taste,Whose opinion is it that the soup,tasted,amazing?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
355,89,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Robert,put,the soup on the table.,It,was,truly,amazing.,baseline,Whose opinion is it that the soup,was,amazing?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
356,90,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I came into the room,",Emily,saw,the rice pudding on the tray.,It,looked,incredibly,enticing.,vision,Whose opinion is it that the rice pudding,looked,enticing?,The narrator's,Emily's,Both the narrator and Emily have this opinion.
357,90,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I came into the room,",Emily,smelled,the rice pudding on the tray.,It,smelled,incredibly,enticing.,smell,Whose opinion is it that the rice pudding,smelled,enticing?,The narrator's,Emily's,Both the narrator and Emily have this opinion.
358,90,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I came into the room,",Emily,tasted,the rice pudding on the tray.,It,tasted,incredibly,enticing.,taste,Whose opinion is it that the rice pudding,tasted,enticing?,The narrator's,Emily's,Both the narrator and Emily have this opinion.
359,90,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I came into the room,",Emily,put,the rice pudding on the tray.,It,was,incredibly,enticing.,baseline,Whose opinion is it that the rice pudding,was,enticing?,The narrator's,Emily's,Both the narrator and Emily have this opinion.
360,91,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I got home,",James,saw,the coffee on the table.,It,looked,incredibly,unpleasant.,vision,Whose opinion is it that the coffee,looked,unpleasant?,The narrator's,James's,Both the narrator and James have this opinion.
361,91,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I got home,",James,smelled,the coffee on the table.,It,smelled,incredibly,unpleasant.,smell,Whose opinion is it that the coffee,smelled,unpleasant?,The narrator's,James's,Both the narrator and James have this opinion.
362,91,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I got home,",James,tasted,the coffee on the table.,It,tasted,incredibly,unpleasant.,taste,Whose opinion is it that the coffee,tasted,unpleasant?,The narrator's,James's,Both the narrator and James have this opinion.
363,91,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I got home,",James,put,the coffee on the table.,It,was,incredibly,unpleasant.,baseline,Whose opinion is it that the coffee,was,unpleasant?,The narrator's,James's,Both the narrator and James have this opinion.
364,92,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",Olivia,saw,the soup on the table.,It,looked,truly,disgusting.,vision,Whose opinion is it that the soup,looked,disgusting?,The narrator's,Olivia's,Both the narrator and Olivia have this opinion.
365,92,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",Olivia,smelled,the soup on the table.,It,smelled,truly,disgusting.,smell,Whose opinion is it that the soup,smelled,disgusting?,The narrator's,Olivia's,Both the narrator and Olivia have this opinion.
366,92,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",Olivia,tasted,the soup on the table.,It,tasted,truly,disgusting.,taste,Whose opinion is it that the soup,tasted,disgusting?,The narrator's,Olivia's,Both the narrator and Olivia have this opinion.
367,92,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",Olivia,put,the soup on the table.,It,was,truly,disgusting.,baseline,Whose opinion is it that the soup,was,disgusting?,The narrator's,Olivia's,Both the narrator and Olivia have this opinion.
368,93,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I entered the office,",William,saw,the bacon in the container.,It,looked,really,amazing.,vision,Whose opinion is it that the bacon,looked,interesting?,The narrator's,William's,Both the narrator and William have this opinion.
369,93,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I entered the office,",William,smelled,the bacon in the container.,It,smelled,really,amazing.,smell,Whose opinion is it that the bacon,smelled,interesting?,The narrator's,William's,Both the narrator and William have this opinion.
370,93,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I entered the office,",William,tasted,the bacon in the container.,It,tasted,really,amazing.,taste,Whose opinion is it that the bacon,tasted,interesting?,The narrator's,William's,Both the narrator and William have this opinion.
